productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3
B00020L6UQ,Bundle Me Lite - Graphite,AKKUKGY3V2ORK,0/0,5.0,1173916800,"I wish I had this product for my first child, but when someone lent it to me for my second, I was hooked! It is so practical and convenient, not to have your baby bundled in bulky outerwear...a light sweater will suffice once they are in a bundle me. I have purchased 4 bundle me's as gifts for friends and family. They all agree, that you just cant live without one. The Bundle Me regular one is a must-have for harsh winters (We are in New England), but the Lite is great for Spring-Fall or for places with milder winters. It is so easy to put on your infant carrier, plus you can also use it in your stroller. It washes easily in the washing machine, and keeps its nice soft texture after the dryer. Get one, you wont regret it!",baby products,car seats accessories,accessories
B000ETUFVQ,Prince Lionheart Seatsaver,A3QWTW0UZ4ZF6M,0/0,5.0,1291507200,Well thought out device to help preserve the seat surface from baby seat abrasion and the impromptu spills that inevitably occur.,baby products,car seats accessories,accessories
B000EOEAUS,Noodlehead Travel Buddies Neck Pillow,A19CPJW7E0RK33,0/0,5.0,1309046400,"Bought the cat one for flying with my kids. My daughter loves it, and it fits her comfortably. It is cute, soft and fit nicely in the front pocket of her backpack. The only thing they could improve is putting a loop & snap on it so it could be attached to the outside of a backpack like many of the regular travel neck pillows. We are happy with this purchase and since she loves to play with it and it has now found a home on her bed, if it gets worn out we will undoubtedly buy another one before air travel again.",baby products,car seats accessories,accessories
B0000D14PW,"JJ Cole Original Infant Bundleme, Pink",A1KJ0YDA25X3Z1,0/0,5.0,1198800000,I bought this for my niece and it kept her nice and warm. Great product.,baby products,car seats accessories,accessories
B000DZCY92,Thunderblast - Transformers Cybertron Deluxe,A2IL6TBD2PFTHM,0/0,5.0,1340150400,This is the first true female transformer that is not an animal or a wanna be female transformer that is not butt ugly.Thunder blast stores the robot in side the boat hull and she has a big missile pack and missiles plus she has the earth planet key. To make her even better she feels a bit like the daughter of original movie transformer scourge that alone givers her points in my book.The only tips I can give is when transforming this figure is do not force the legs this will help avoid breaking the legs and avoid any chance of breaking the figure off the boat.Also use your thumb to hold the leg and ball joint straight once you have it lined up to fine tune the legs position when you are going from robot to boat.,toys games,action toy figures,accessories
B000MYO8OI,Doctor Who Sonic Screwdriver,A2RKI7RPP5CJMG,21/21,5.0,1210204800,"Yes, I have to admit, my inner geek is drunk with giddy abandon after having received my own toy replica of the Doctor's trusty sonic screwdriver. Sure, I look nothing like David Tennant or Christopher Eccleston or any of the classic Doctors, but I sure feel geeky cool with my sonic screwdriver. It features two authentic sounds, a UV light, black and UV ink nibs, ""psychic"" paper and slides out like the Doctor's screwdriver. I had no problems inserting the batteries for this toy like others have posted. I'll also try not to play with this thing too much because it looks so cool. However, both myself and my daughter are addicted to fixing, locking, scrambling, etc. things and pretending to be the Doctor.Overall, I highly recommend this toy to any fanboy like myself who loves ""Doctor Who."" I've never dressed up like a character before, but this screwdriver has opened a door in my mind that's been locked for a long, long time. Have fun with this toy whether you're seven or seventy. It's very fun.",toys games,action toy figures,accessories
B000QEAEJ2,Amazon.com,AK77EU5ZZUIYC,0/0,5.0,1285891200,These little things are fantastic! I actually use them much more often for my purse when I go out with my umbrella stroller. They are easy to put on and work just as intended. It keeps your purse or diaper bag easily accessible! I can't believe that they aren't easily available everywhere baby things are sold!,baby products,strollers,accessories
B00005BXI9,Car Seat Undermat,A3PU6PL4DBNGUK,10/10,1.0,1138147200,"We received 2 of these and were thrilled, thinking we would save our seats from harm. When we had our seats installed by a certified car seat technician (not all police officers are certified techs), we were told not to use these mats. They can A) void your carseat's warranty and B) be very dangerous as they may cause your seat to slip, even if it seems tight. The technician would NOT install our seats with these, so we took them back. I would rather have a safe child and dented seats than an injured or dead child and perfect seats.Another reviewer mentioned the Might Tite - again, we were told do not use this product as it is not tested to work with carseats and could come loose in an accident.",baby products,car seats accessories,accessories
B0009RG8WS,JJ Cole Urban Bundleme,A2JOKNXKA7DKNH,0/0,5.0,1290470400,"I love this! I dont have to worry about bringing a blanket and tucking it around him. Or worry about a blanket touching the ground. He is so nice and snug in there, I am very happy with this and would definitely recomend it. It is easy to put on the car seat too.",baby products,car seats accessories,accessories
B000EDH4FW,"Sunshine Kids Stow 'N Go Car Seatback Organizer, Black",A1VU2KUOQAWE1U,1/1,2.0,1318896000,I like that it has a lot of pockets and an adjustable velcro strap at the top but the bottom is a string that you tie together and it doesn't work very well. The material is kinda thin and overall very flimsy. not happy with this purchase but i guess i should've have known because of the price.,baby products,car seats accessories,accessories
B00026FWUK,HellRaiser Series 3 Twins,A25NTWC2V6VCBF,1/1,4.0,1235779200,"It`s a fantastic copy of the real movie characters...amazing perfection of details, absolutely fun for collectors and anybody else!!!",toys games,grown up toys,action toy figures
B000GEAFSC,Revoltech Neon Genesis Evangelion Eva Unit 01 Purple Action Figure,A2727C1VHMXRT1,0/0,4.0,1275177600,"I always wanted an action figure of Evangelion, and in the midst of all the available models I decided to choose this one. The details and painting on the sculpt is really good, and although it isn't a huge model it truly looks awesome on several standings and with the different weapons, with the sword being the exception cause it looks awful. The only drawback I should point is that the ankle joint is not that flexible and it's hard to leave the unit standing on its feet while you spread the legs.",toys games,grown up toys,action toy figures
B00000J2F0,Star Wars Episode I Action Fleet - Naboo Starfighter Featuring Anakin Skywalker,A1BCD73E6D3LUL,1/1,5.0,977875200,"The Naboo Starfighter is an elegant addition to the Action Fleet line. This Naboo craft adds a sweeping dimension to a Star Wars display. Tilted on it's display stand, it seems to move through space itself. The coloration is stunning when shown in front of a deep space diorama.",toys games,grown up toys,action toy figures
B000B7TLYS,Brian Pulido's Lady Death,A2KLFJ0GHM3NFO,1/1,5.0,1321747200,"Lady Death is amazing!Lady Death in a 12 inch previews Exclusive is the most detailed,sexiest collectibles figure you will find.I am one of the biggest Lady Death fans in the world with comics,lithos,statues,and a full potrait tattoo of the vixen from heel to hair on my back.Lady Death is a supernatural demigoddess of destruction who gave up her humanity to save her life and now rules a bleak underworld called the endless graveyard.Lady Death comes in her classic outfit with a variation on the color being dark blue instead of the usual black.The detail on the skull decor on the bikini bottom,leg attire, and middle section of the bra are beautifully sculpted.The skull clip on the cape is equally as detailed with the cape having a smooth look and shine for another realistc touch.The articulation on Lady Death overall is excellent from her high heels to her shaded flowing hair.Lady Death has poseable leg and arm joints that are secure and solid all around for unique poses.Lady Death also comes with her trusted sword Darkness which is beautifully sculpted as well for a final kick-ass touch.The poseability is outstanding with great stability for displaying this awesome gem where you please.If you are a true fan of Lady Death this masterpiece is a must have for all fans.I would recommend the 12 inch version for more mature collectors 18 and older,this is a figure that is not meant for the ages 6 and under.Bottom line Royal Lady Death Exclusive is a well-made,high quality,10 out of 10 figure that is amazing and breathtaking.Lady Death is the sexiest and most amazingly sculpted figure a fan will find.I highly recommend Lady Death to all fans out there.Lady Death Rocks!!!",toys games,grown up toys,action toy figures
B000EPF7HW,GUNDAM FIX FIGURATION,A2WA0FKXLUTEL3,2/2,5.0,1186358400,"Although not a toy suitable for children under 8 years of age, obviously I'm collecting, for collection purposes it is great, it's incredibly pose able, and brings a lot of additional stuff to make different positions for decorating purposes. Great Toy!",toys games,grown up toys,action toy figures
B000IJUBA2,Superman Vinyl Statue By Kotobukiya,A365KXJWNWEKNW,1/1,5.0,1229040000,"WOW! Let me start with art! This statue is a work of art. Fine in detail from Head to toe. Every portion of this figure is sculpted to muscular perfection, every ripple of muscle is clearly seen, even the hair looks layered. To gaze at this figure from across the room, let alone close up, insights a fascination beyond imagination, in to the realm of possibility! This sculpture is truly a work of art. If for no other reason, too own this figure would bring the joy of appreciation in all things art! From every angle this figure is well crafted. The boots, pant, and cape have a semi gloss, Hair a light shine. every muscle has a shadow effect, very well done!",toys games,grown up toys,action toy figures
B00009QOQL,T3,unknown,7/8,5.0,1077753600,"I never have had such a cool action figure ever! It's great because it has no blood, and can stand up fine. The peg in the right foot doesn't fit in to well, so you sort of have to force it in , but the good news is T-850 can stand up on his own.T-850 is actually 7 inches tall instead of 6. The only flop is that the legs can't move at all, but at least the arms, body, and head can move. What I thought was cool was that the grenade lancher can spin and 6 grenades come out of the magazine, and the shotgun has a strap that makes it so you can hang it around T-850's shoulder. WHAT FUN! The detail on T-850 is amazing, featuring several bullet holes in his outfit, dirt on his boots, a large hole in his shirt, and also including folds on his outfit. The display stand brings back the seen from the movie when T-850 crashes into the animal hospital, but that doesn't really matter. All that matters is that it is fun!",toys games,grown up toys,action toy figures
B00008KGTA,Warrior Lilith,unknown,0/0,4.0,1056240000,this certain toy isnt for little kids due to its certain content/choking hazard/.But is great for spawn collectors alike. anyone who values there toys should get this one. the sculpting is awesome..very detailed. the paint is superb and the figure is great all in itself. accompanied by many acessories. such as a whip two swords a sheath and a rotating base to put it all on. Mcfarlane Toys has never let me down so if you like exquisite work get this toy.Mcfarlane always surprises and never seems to let down,toys games,grown up toys,action toy figures
B000J1MN32,Ikki Tousen Kanu Unchou Black Version PVC Statue,A2QYSWME0P9A3L,0/0,5.0,1332115200,It came on time and it is a beautiful piece of art. It goes good with my current collection and I look forward to getting another.,toys games,grown up toys,action toy figures
B00069PEU6,Marvel Legends Series 9 Dr. Strange Action Figure,AVI8Z1QENMT0Z,0/0,5.0,1179705600,What a beautiful action figure. The artisans did a magnificent job. I highly recommend this to anyone...especially collectors. This is one of the finest action figures I have ever seen. It is nice to see the Good Doctor so well displayed.,toys games,grown up toys,action toy figures
B000ORC6O2,Revoltech,AVAZ8FK0P7VLA,0/0,5.0,1223856000,"This figure recreates in great detail the mass-produced eva, and comes with several hands, its wings, and a jointed stand. The revoltech joints (of which there are many in this figure) allow for an amazing level of poseability. Downsides",toys games,grown up toys,action toy figures
B000NDPD88,Ikki Tousen Ryomou Shimei Battle Nurse 1/7 Scale PVC Figure,A1JO1CP2DST0ZV,1/1,5.0,1259971200,"This is an great Ikki Tousen figure. Many of the Ikki Tousen statues cost upwards of $90, but this one is affordable and an excellent addition to any anime collection.",toys games,grown up toys,action toy figures
B000GPWZHK,Kotobukiya Robocop Edition 209 Model Kit,AA9PV73DST0J5,3/3,5.0,1169683200,"Great model, It's about 3 1/2 inches tall, beautiful detail, has some weight. Would buy again.",toys games,grown up toys,action toy figures
B0002U3LH2,"Disney Magical Collection #014 Monster, Inc. Mike Wazwoski Figure",A20GME67NEF4C0,1/1,5.0,1189209600,Mike Wazowski is my favorite character from Monsters Inc AND he is one of my best buddies along with my other partner James P. Sullivan (Sulley). This is a great figure.,toys games,grown up toys,action toy figures
B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,AW3AYC9RNMC7L,0/0,4.0,1246665600,It's really great except for the seat is a little snug on my 7 mo old. I wish I would have bought it sooner.,baby products,gear,activity centers entertainers
B000BOKAKA,Evenflo ExerSaucer Delux - Wild Thing,A14FHZ053QKWHJ,0/0,5.0,1208649600,This item arrived a little earlier than it was scheduled to. It was very easy to put together and the baby loves it!,baby products,gear,activity centers entertainers
B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,A3K53P7HRJR54R,0/0,5.0,1330214400,"Our little girl is 5 months old and loves her jumperoo. When we first got it, she was 3 months old and would jump about 3 minutes and then fall asleep in it. Now, she's up to 10 minutes and then is looking for some help out. I think it can be a bit of sensory overload, so we don't use the music unless she is really in the mood for a lot of action. Otherwise, the jumping is plenty.",baby products,gear,activity centers entertainers
B000BXC1AI,Fisher-Price Deluxe Jumperoo,A3VB3NWXOD7IA,0/0,5.0,1148342400,"I bought this when my daughter was about 5 months old because we don't have doors that can take the other kind of jumpers. We live in an apartment and I badly wanted a jumper but I just didn't see how we could get one without the doorways being okay. I did research on this and went out and bought it from Wal-Mart the next day. I put it together and the next morning when my daughter woke up I put her in it and it became an instant favorite. She loved it!! She has been an average size baby and was able to actually use this up until she was a year. We are now expecting again and I can't wait to be able to use this with our new little one. This is a great product, seems pricey but so worth the money!!",baby products,gear,activity centers entertainers
B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,A3HI3FUYKXA7AK,0/0,5.0,1296777600,"We stared using this jumperoo when my son was about 4 months old until about 10 months of age. We really liked it and found it very useful. My son was entertained by it. He enjoyed the music and the little toys attached to the jumperoo. He particularly liked the spinning lizard. Even now (he is 13 months old), he likes to stand by the jumperoo and play with the toys. This jumperoo was pretty easy to put together and we found it very stable and safe. I wish it had higher weight limit - but this is my only complaint. I would recommend it!",baby products,gear,activity centers entertainers
B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,A3R62M3HR4NE0M,0/0,5.0,1298419200,"Our first baby loved this, and now our second loves it even more. It stays in our kitchen where she can play while I cook / etc. She absolutely loves it. You will not regret this purchase.",baby products,gear,activity centers entertainers
B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,A1EPT7ABGEEUN6,1/1,5.0,1251158400,"I am a first time grandmother and bought this for when my granddaughter visits my house. My granddaughter loved this from the moment she was put in it. She loved being supported by the seat and was able to get jumping right away. She was just a little over 4 months old when she started using it. Now she is 6.5 months old and still loves all the toys and has started ""talking"" to them while she plays. Sometimes she's jumping like there's no tomorrow and sometimes she's just sitting in the seat playing with the toys, turning the seat around to get to them all. I've taken the seat off to wash in the machine in cold water and hung it on the line to dry, it came out very nice. Baby's parents like it so much they take it to their house for her and then bring it to my house when I watch her. They know not to show up with baby without the jumper. I wish they weren't so expensive because it is a pain to haul around, the latch on ours does not work well, so it is very hard to fold up. We have started taking the poles apart instead and that helps us get it through the door. They are very easy to take apart and they snap back together securely. I bought ours used so I don't know what the previous owners did to the latch. I still love it. I'm happy to keep my granddaughter because I know I can put her in the jumper and relax for a while. I often keep her for many hours at a time so it has been a lifesaver. I would give up the baby swing before I would give this up.",baby products,gear,activity centers entertainers
B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,AUCQCOWNA35DK,0/0,5.0,1209772800,"My 8 month old absolutely loves this jumper. His face lights up every time I put him in it. I paid $80 for it, but it has been worth every penny spent. He enjoys the jumping and playing with the attached toys, especially the spinning sun. I highly recommend this toy. Tip",baby products,gear,activity centers entertainers
B00006S3RX,Evenflo Portable Ultrasaucer,A37KSPKA3478OK,0/5,1.0,1105920000,"Beware...This requires the most extensive assembly. I was quite excited to assemble this product after I saw my 4 1/2 month daughter enjoy the saucer at a friends home.My first frustration was the screws that come with the product are larger than the holes they fit into. When I called the company I was told ""oh yeah you need to push real hard to get the screw in""?! Okay.... yes I was able to push real hard and screw in the screw but the plastic is showing obvious stress. Deternined to get this assembled I continued on.The second frustration was assembling the pedestals to the base. I was not able to snap them on. My fault probably but who needs to spend this much time and frustration on assembly. And this was only the begining.I decided to send this toy right on back to babies r us. If you must have one for your child buy it from a consignment shop already assembled and save yourself the frustration!!!",baby products,gear,activity centers entertainers
B00006S3RX,Evenflo Portable Ultrasaucer,unknown,43/43,5.0,1040083200,"I just bought this exersaucer yesterday and my daughter, who is 6 months old, loves it a lot. She was in there for half an hour this morning which considered to be really long because she has never played with something for longer than 10 minutes. The time when she got in there, she was so busy with exploring each toy and bouncing in there crazily. Her daycare provider told me that she loves to be in the mega saucer that they have in the center, so I think it would be good to have one at home so that there would be something to occupy her while I am cooking dinner. Not only this ultra saucer has the toys that she loves, it is also portable and the legs can be flipped up so that it saves a lot of storage space when we have to put it away after she grows out of it. Also, the position of the toys were designed closer than any other exersaucers so my daughter doesn't has any trouble to reach any of them. Those 3 big springs make the saucer to be extra bouncy that gives a lot of fun to her. The ultrasaucer is easy to put together and I didn't have any trouble to assemble it. I really think that is a real good investment and a nice design by Evenflo.",baby products,gear,activity centers entertainers
B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,A2K1P14DYQCX17,0/0,5.0,1196985600,"I bought the Kolcraft walker, this jumperoo, and a Baby Einstein exersaucer. If you're wondering which I'd buy again, it's all three for diff reasons.The jumperoo was easy for my son to adjust to, he loved the music, and he loved the toys. In the beginning, and for many weeks, this was his favorite. However, it didn't last the longest.I'm glad I got the walker and exersaucer to rotate him in and out of. They were equally good and they both have entertained him over a longer period than the jumperoo. But ... watching him jump and laugh and amuse himself independently EACH DAY for several weeks was worth the $[...].I should warn parents that the music infiltrates the brain and if you don't love it, you'll be annoyed. So maybe try the baby in the in-store product to be sure you aren't pestered too much.Then you can buy online for cheaper (unless there's a store sale or you have a coupon). I bought online to save $$ and a week later it was in-store for the same price, go figure.",baby products,gear,activity centers entertainers
B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,A2PLHS73GBNHGX,0/0,5.0,1289952000,"I had this same jumper for my oldest son when he was an infant and he loved it so much that when my newest little one turned four months I was excited that this jumper was still available. I purchased it for him and he LOVES it just as much as his older brother loved his.The adjustable jumper heights really make this toy last. The tray level toys and hanging plush make this and fun & engaging toy for my little ones to spend time in without getting bored quickly. I like that it is sturdy & stable so I know it's safe.It's a great, bright fun & safe toy and I would recommend it to anyone!",baby products,gear,activity centers entertainers
B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,A36Z7PZ5ESEX2N,0/0,5.0,1216684800,"My son was colicky as an infant and cried most of the time. At four months old, we put him into this jumper (the recommended age is 6 months). He instantly loved the jumper, and was able to use it at a young age because of the great head support it provides. Other jumpers do not have the high back. His neck and leg muscles developed quickly, and by 6 months, he was a jumping pro! This jumper was the only thing my son enjoyed, and he LOVED it! It is made well and the toys kept him amused for long periods of time. I definitely recommend this product - it was the absolute best item we ever bought.",baby products,gear,activity centers entertainers
B000BOKAKA,Evenflo ExerSaucer Delux - Wild Thing,A2VEQUA5DT14F7,0/0,4.0,1189728000,I bought this product coz I was so against baby walkers. My daughter totally loves it and it keeps her entertained for anywhere b/w 15-30 mins.,baby products,gear,activity centers entertainers
B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,A2KXLFBTE1BLXC,0/0,5.0,1211068800,"got this for my daughter when she was 3.5 months. was worried she might not be big enough for it, but she has very good neck control. anyway, it fit her fine. i put a folded towel onthe floor so her feet could touch and she immediately took to it. jumping and jumping. was pretty easy to put together. took me under 10 minutes. my baby is now 4.5months and still loves it and is able to enjoy it more and more.",baby products,gear,activity centers entertainers
B00006S3RX,Evenflo Portable Ultrasaucer,AY8RWL3WTG7ML,2/2,5.0,1069372800,This has been the BEST purchase I have ever made! My daughter is 6 months old and LOVES this so much! She is entertained by this and hasn't gotten tired of it! It is nice to vacuum and know she is secure- she puts the objects in her mouth but has not been hurt AT All from the attachments.,baby products,gear,activity centers entertainers
B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,A1OHN2SDU5KBZE,1/1,5.0,1168214400,I bought this online and it wasn't very expensive. My friends son has the Deluxe Jumperoo and when I had my son I vowed to get one. My son is 4 months and can barely touch the ground but the first time I put him in it he smiled and when he bounced he was so excited. This was definitely a great investment. Also he really loves the bird and frog above his eyes fill with exitement when I put him into it.,baby products,gear,activity centers entertainers
B0002PR43O,EvenFlo SmartSteps Exersaucer Entertainer,A12VSY3ODK8VGZ,8/9,5.0,1112659200,"We bought this saucer when our daugter was 5 months old. She is 13 months old now and she still loves it!! There are so many toys on it that she loves to reach for and chew on. Her favorite toy is the little book. She loves turning the pages back and forth. There is even a little mirror on the attachment with the book and she bends down really far to see herself in it then laughs. My husband and I get a kick out of it every time she does this. She loves to pull the toys on the overhead bar to make music. I have had to wash the seat a couple of times, because of diaper leaks, and it still looks brand new. The greatest thing about it is that it ""grows"" with your child. We are still only on the middle height which means we have a long way to go before she is too tall for it. We have never had a problem with it and our baby has loved it from the day we got it. I would recommend this saucer to everyone! It is a must-buy!",baby products,gear,activity centers entertainers
B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,A2CS59A3ON3CJX,0/0,5.0,1318723200,I got this for my nephew and he loves it! We found that it entertains him for hours while we are able to focus on making dinner or other things around the house. He loves it - sometimes the elephant noise scares him but that just makes us laugh! :),baby products,gear,activity centers entertainers
B000I2UJ0Q,Fisher-Price Rainforest Jumperoo,AF82AE4FFZ4N,0/0,5.0,1272931200,"This was one of the best things we bought for my son. We bought it for him when he was around 5 months old, and he still uses it at 2! We still have yet to have to replace the original batteries (all Fisher Price stuff we have used has been GREAT on batteries!). Every child I have used it for has LOVED it. I would definitely recommend this product to anyone.",baby products,gear,activity centers entertainers
B000J5137K,Learning Curve Brands Thomas Wooden Railway - Thomas Engine Caddy,A1VLK81N07NJNB,0/0,4.0,1262044800,"Very cute, a little smaller than I expected, but very durable and fitsseveral trains",toys games,baby toddler toys,activity play centers
B00007G39I,Hasbro Playskool Busy Ball Popper,A1HB27MX7PW8PC,0/0,5.0,1229040000,This is a toy that is fun for all ages my girls are 2 and 4 and I'm a little older - we all love it. I like experimenting with different sizes of balls (ping-pong balls go too fast but they hover really well). The button was a little hard to press for sub-one-year-olds and it's not quiet but it is one of those rare toys that we are all happy to play with after 4 years and it still works after 4 years !,toys games,baby toddler toys,activity play centers
B00007G39I,Hasbro Playskool Busy Ball Popper,ACGH8HE3VJGKQ,0/0,5.0,1229385600,"My daughter and I could sit and play with this toy for hours. It is fun for me too! A great way to spend time with your child. My daughter sits there playing with it and laughing so loud... it's cute. Wonderful toy, especially for the price.",toys games,baby toddler toys,activity play centers
B000H8ESQC,Taggies Grabby Elephant Toy,AS3CASVITACM4,2/3,1.0,1312243200,"I bought this thinking that it was the greatest thing since sliced cheese. My son always loves playing with tags, and he just threw this and never looked at it again. I tried getting him to play with it and pay attention to the tags he got what it was and didn't like it at all. The mouse inside is nearly impossible for a baby to come out and when you do pull on it, it doesn't go back inside unless you put it back in and I think that's just poor design. I wouldn't recommend this to anyone and I am really sad that I paid for it as my sons gift.",toys games,baby toddler toys,activity play centers
B000GBA6LG,Playskool Busy Glow Flashlight,A2N2VONDO2ZEIE,0/0,5.0,1250380800,I got this toy for my niece. And she loves it. She uses it all the time. it's very strong she has dropped it a couple of times and it's still going strong.,toys games,baby toddler toys,activity play centers
B000H8ESQC,Taggies Grabby Elephant Toy,A5049DJMDEUIV,2/2,5.0,1280707200,All my son looks for is the tags on his stuffed animals and having a stuffed animal that is covered in tags has made him very happy.,toys games,baby toddler toys,activity play centers
B00007G39I,Hasbro Playskool Busy Ball Popper,ALLCEN87H6WCL,1/1,5.0,1103068800,"We bought this for our son's first birthday on the recommendation of a friend. It's one of his favorites toys that he is always drawn to. He loves pressing the big red button and laughs everytime the balls come shooting out of the tube. It's also helpful in developing his motors skills. This is highly recommended...go out and buy one for your child, you won't be sorry.",toys games,baby toddler toys,activity play centers
B00007G39I,Hasbro Playskool Busy Ball Popper,A33NVVSLIZTQZ7,21/34,1.0,1191628800,"I just returned this toy (& the Hasbro Busy Basics Busy Ball Choo Choo) after discovering it contains PVC. A Hasbro Playskool customer service representative confirmed the presence of PVC. As a new parent, I've learned that PVC is dangerous to a child's health and that many US companies are voluntarily going PVC-free and many European countries have banned it. Not all plastics are dangerous which is why I initially purchased this toy but when it arrived I was surprised to discover that characteristic smell (like shower curtains) and soft plastic.",toys games,baby toddler toys,activity play centers
